# File generated by CMD 2.3 (http://stev.oapd.inaf.it/cmd) on Thu Jul 26 19:13:28 CEST 2012
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# but applying the corrections from Case A in Girardi et al. (2010, ApJ 724, 1030) 
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00019		Age = 	1.000e+09 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	C/O	M_hec	period	pmode	logMdot	int_IMF
	9.00	1.7392096519	1.7392	1.8448	3.7926	2.9499	0.158	0.538	0.645	0.253	-0.040	-0.333	-0.700	-0.992	-1.019	0.4787	0.0000	0.5	1	-14.782	3.2517683506
	9.00	1.7458552122	1.7459	1.8595	3.7886	2.9211	0.121	0.516	0.625	0.221	-0.079	-0.378	-0.755	-1.056	-1.085	0.4787	0.0000	0.5	1	-14.785	3.2522923946
	9.00	1.7540608644	1.7541	1.8912	3.8016	2.9434	0.042	0.393	0.487	0.121	-0.153	-0.430	-0.774	-1.044	-1.070	0.4787	0.0000	0.5	1	-14.790	3.2529330254
	9.00	1.7607399225	1.7607	1.9178	3.8163	2.9772	-0.024	0.291	0.359	0.033	-0.213	-0.461	-0.769	-1.005	-1.028	0.4787	0.0000	0.4	1	-14.793	3.2534492016
	9.00	1.7652074099	1.7652	1.9389	3.8239	2.9875	-0.077	0.221	0.273	-0.031	-0.262	-0.496	-0.786	-1.004	-1.025	0.4787	0.0000	0.4	1	-14.795	3.2537920475
	9.00	1.7831149101	1.7831	2.0111	3.8343	2.9613	-0.258	0.023	0.046	-0.228	-0.436	-0.649	-0.914	-1.108	-1.128	0.4787	0.0000	0.4	1	-14.805	3.2551453114
	9.00	1.7978761196	1.7979	2.0693	3.8431	2.9417	-0.403	-0.137	-0.138	-0.388	-0.576	-0.771	-1.016	-1.189	-1.208	0.4787	0.0000	0.5	1	-14.812	3.2562365532
	9.00	1.7999999523	1.8000	2.0775	3.8444	2.9392	-0.424	-0.160	-0.164	-0.410	-0.596	-0.789	-1.030	-1.200	-1.219	0.4787	0.0000	0.5	1	-14.814	3.2563917637
	9.00	1.8064273596	1.8064	2.1040	3.8487	2.9317	-0.490	-0.234	-0.250	-0.483	-0.659	-0.843	-1.074	-1.234	-1.253	0.4787	0.0000	0.5	1	-14.817	3.2568590641
	9.00	1.8188229799	1.8188	2.1533	3.8558	2.9136	-0.613	-0.368	-0.402	-0.615	-0.775	-0.944	-1.159	-1.304	-1.322	0.4787	0.0000	0.5	1	-14.823	3.2577490807
