#ra,dec,Dist,UVel,VVel,WVel,RVel,pmRA,pmDE
306.0883,-22.0492,163,5,3,2,3.9,-5,3
306.0812,-23.4756,69,12,-2,-5,11.8,-10,-16
305.7442,20.3289,125,-17,0,-9,-6.3,28,12
306.0275,-13.3983,93,6,-28,-23,2.0,26,-79
305.9517,6.6225,57,24,5,-12,22.2,-11,-59
305.7029,37.4353,61,4,-30,11,-27.9,-52,-9
307.1725,-67.7581,92,-28,8,-13,-15.7,62,-6
307.0983,-63.0969,49,35,13,-8,25.5,-50,113
306.685,-43.5658,50,-41,-21,-10,-26.8,121,-110
306.9754,-57.6447,52,24,-36,0,28.0,-75,-110
306.2458,9.1947,76,-17,0,-18,-5.0,68,1
307.2271,-62.4594,64,-126,-14,4,-89.8,222,-194
306.6271,-26.6264,69,19,-17,4,9.0,-48,-56
306.6646,-30.6758,121,-9,-16,-1,-9.8,7,-26
306.1883,28.5244,125,1,-21,-10,-18.0,8,-24
306.5912,-19.1519,105,6,5,-7,10.1,6,1
306.5717,-13.8631,94,-33,-10,-7,-26.1,52,-3
306.9987,-51.6644,83,23,-8,53,-10.7,-145,-7
306.5092,-3.8647,91,-44,-29,7,-51.4,36,-2
306.3054,25.7089,174,20,-8,-4,0.6,-11,-24
306.6317,-17.3775,101,-1,-11,2,-6.2,-5,-19
306.9992,-42.6194,66,-62,-33,2,-51.1,96,-123
306.74,-15.9078,74,-53,-11,28,-59.0,17,41
306.7554,-17.7911,42,13,-15,-16,11.8,19,-110
306.8579,-28.4989,76,-18,7,8,-17.1,13,30
306.8687,-28.8139,111,12,-1,-6,12.6,-4,-6
306.4087,26.7044,203,-21,-5,-9,-11.6,19,9
306.7683,-14.7856,75,-13,-19,-22,-8.6,64,-57
306.9342,-30.8678,19,4,-46,-8,-0.6,-14,-519
307.6404,-64.19,156,-19,-6,-20,0.5,36,-13
307.2654,-51.0847,97,13,4,-3,11.7,-10,15
306.3796,40.0981,56,-18,5,-17,0.7,92,19
307.005,-25.6064,94,-14,10,-3,-6.8,27,24
308.9808,-78.4692,51,30,-1,-23,30.4,3,90
306.5037,35.8111,98,-2,-32,0,-31.2,-7,-13
306.8646,-2.1031,48,5,-24,11,-15.4,-65,-69
308.0033,-65.815,81,6,-18,25,-2.5,-68,-46
307.215,-17.8136,30,15,5,-9,18.4,-3,-17
307.1546,-4.4278,61,4,12,2,8.9,-9,29
307.2079,-1.7344,32,-6,-8,-7,-7.0,53,-42
307.5354,-39.4675,50,-56,-66,12,-54.6,63,-282
306.8479,39.7306,58,12,1,-8,3.0,-1,-50
307.0775,18.7694,37,-72,-76,-37,-91.7,350,-58
307.0492,22.1289,28,24,-16,-15,-1.6,-23,-243
306.4754,61.5553,73,29,8,-11,2.3,-20,-91
307.2987,4.4564,37,-15,-7,3,-15.3,30,29
308.2512,-62.4961,54,-28,-43,15,-13.3,-1,-203
302.1496,85.1242,40,23,-24,-3,-30.3,-69,-22
302.7321,84.5444,167,-33,-25,-14,-11.8,31,43
306.9196,49.9386,101,-27,-14,22,-13.2,-9,73
307.5067,-4.4375,54,-2,-25,-10,-11.7,25,-91
307.2787,28.3608,82,-43,-15,-6,-28.0,71,60
307.665,-16.5508,96,-39,-35,-6,-41.6,51,-49
307.9696,-40.9017,48,-31,-25,-6,-21.8,86,-118
308.305,-58.1122,102,-10,-12,-9,1.7,24,-28
307.9204,-35.5239,41,26,-19,-17,29.0,-20,-110
307.2062,48.8617,70,40,-31,-15,-29.9,-45,-125
307.8517,-18.0814,59,-34,5,29,-38.8,-11,80
307.6392,13.8172,98,-7,-13,-4,-13.2,13,-12
307.4787,36.5761,58,-38,6,14,-4.2,40,145
308.4833,-52.8392,89,-25,-6,7,-22.6,20,-29
307.9812,-3.4417,235,22,-5,-14,17.8,-2,-18
308.345,-41.5247,39,18,-35,-1,15.6,-73,-184
307.5287,45.4489,64,-30,-21,-9,-25.1,74,59
307.6871,36.3939,151,2,-27,-10,-25.8,5,-19
308.0983,-9.8533,24,-18,19,-28,9.4,307,104
308.4433,-38.5231,70,0,5,-28,16.6,71,6
308.0075,14.2742,98,14,-51,-7,-33.1,-18,-89
308.0996,6.5175,99,-53,-23,-8,-46.1,74,21
308.0317,15.1867,67,-78,-34,11,-70.0,102,116
308.2196,-7.9303,122,-51,-48,-18,-54.6,67,-46
307.5779,54.6808,53,-35,-21,-8,-21.7,98,104
308.3787,-22.2317,48,32,-9,-1,22.9,-85,-66
307.3987,60.9922,79,0,-36,10,-33.2,-33,34
307.9008,34.3303,45,13,8,-6,11.9,-9,-53
308.1271,10.0161,84,-78,-4,-9,-44.4,131,99
309.5187,-71.6356,59,2,9,-4,-1.2,9,35
307.7542,46.7769,75,-51,-37,-6,-42.6,84,102
308.4717,-27.1714,66,-81,-44,26,-90.0,69,-82
308.5629,-30.5933,60,-5,-31,2,-11.0,-5,-103
308.825,-49.7536,68,-77,-29,5,-59.7,120,-132
308.6004,-33.7675,42,23,-25,-4,17.3,-67,-134
308.2804,6.8303,100,-47,-17,-9,-37.3,70,22
307.7679,54.5903,109,-8,10,-17,7.0,38,-8
309.0096,-54.9414,66,-31,-19,1,-19.8,50,-83
308.6954,-33.9219,65,16,6,-13,20.9,6,11
308.5483,-13.7208,33,-41,-8,15,-41.5,69,70
305.1821,82.3678,54,6,7,-6,1.2,10,-44
309.3275,-62.1678,113,-4,-29,-5,10.6,7,-52
308.7079,-15.7972,122,9,1,-15,15.0,12,-12
309.6062,-66.5386,62,-60,-103,-10,7.6,114,-389
308.215,41.8983,22,-28,4,41,-0.3,-154,455
308.2558,41.4736,38,-10,-18,1,-19.2,16,34
308.3329,33.3897,56,-52,8,-11,-6.1,152,132
309.4654,-60.6344,49,66,-39,1,60.9,-190,-65
310.5121,-76.1806,103,-81,25,-53,-36.0,191,-9
310.4337,-75.3506,46,-45,-20,-11,-11.2,156,-162
308.9767,-26.7733,59,-37,2,-5,-25.9,94,21
309.4833,-57.8739,76,-6,8,-28,10.0,73,24
308.8437,-5.5283,97,6,-48,-20,-15.5,15,-108
309.2983,-44.7447,37,-31,-8,-8,-19.8,138,-69
309.1871,-32.2069,83,13,14,7,8.4,-29,37
308.3475,54.8019,106,-14,-8,-11,-9.6,32,12
308.7617,23.7103,100,-24,-23,-14,-27.8,48,-1
308.8592,11.3569,38,-60,26,32,-21.0,73,379
308.9462,-0.0011,102,-17,-20,-14,-18.4,39,-26
308.5671,43.3608,76,17,-9,-21,-6.9,16,-76
310.8075,-76.5472,69,-22,-50,-12,21.3,57,-148
309.9308,-64.6072,127,3,-19,-6,13.3,2,-25
308.99,7.075,168,-2,-11,-2,-8.2,2,-9
309.3158,-34.1581,48,15,-6,20,-0.3,-111,-14
309.4325,-41.2275,89,-20,-20,-7,-12.2,36,-52
309.2292,-12.7369,102,-22,-28,5,-32.0,14,-32
309.7558,-53.855,144,-21,-34,-15,-0.2,31,-55
308.2954,64.6917,168,-4,15,-2,14.0,7,-3
309.3108,-13.1842,103,9,18,-45,37.0,67,-7
308.9104,36.4747,66,69,-32,-16,-14.9,-101,-223
310.0108,-60.5489,24,-65,-47,-1,-31.9,313,-569
309.4308,-22.4428,50,11,6,-3,12.7,-15,11
309.4675,-25.1092,50,-31,-9,1,-27.8,72,-15
309.7604,-49.3314,34,36,-4,2,27.3,-147,14
309.7192,-36.45,96,28,11,-10,29.2,-16,21
308.89,50.4247,70,-17,7,-7,5.4,48,28
309.7608,-28.4253,62,-41,-3,2,-33.9,78,9
310.0629,-51.2294,104,-26,-11,0,-18.3,30,-31
310.1167,-54.02,66,-43,-59,-3,-18.3,74,-213
309.5879,-4.5117,42,5,2,-1,5.5,-8,-4
309.7675,-16.5594,56,-38,-17,-11,-30.0,112,-29
309.9083,-30.9233,166,-2,5,2,-1.8,0,7
309.3862,31.5217,49,10,-2,2,1.1,-35,-30
309.3554,41.3931,76,-15,-19,1,-21.6,17,29
309.5167,27.0786,139,-39,-40,-5,-49.7,36,16
310.1071,-32.8517,100,-8,13,22,-17.2,-24,36
312.0579,-78.9508,133,-54,6,0,-35.1,54,-36
309.7821,10.0861,30,-59,-36,-18,-54.0,322,21
310.0487,-23.7739,15,-60,22,4,-42.1,500,461
310.1883,-37.3581,61,0,4,-5,3.1,14,11
310.9817,-68.9144,128,-36,7,14,-35.6,19,-20
309.4954,42.8456,63,-56,9,10,1.6,91,172
309.5546,39.5469,140,-19,-8,10,-11.1,4,29
310.0929,-24.1178,43,-61,-72,-8,-63.8,181,-290
310.1492,-26.645,121,-3,-14,-9,-1.0,13,-26
310.8175,-62.5375,130,-16,-11,-7,-3.3,23,-23
309.6671,38.635,27,0,-23,-35,-21.5,202,-195
309.9658,11.2494,33,-31,-17,10,-33.2,57,87
310.2054,-18.7925,63,-1,-130,-31,-34.4,44,-430
311.2858,-68.685,74,4,-13,-19,19.9,32,-16
310.4446,-28.7617,128,-33,14,-1,-22.7,36,29
310.4775,-27.2158,81,-75,-11,-29,-44.3,177,-15
310.5237,-32.0467,84,9,-6,-17,16.1,19,-24
309.8871,42.2483,33,34,4,-13,8.4,-63,-220
310.1471,15.6431,69,-44,-17,-6,-34.1,91,47
311.1492,-63.1361,78,-37,-44,-4,-7.9,60,-143
310.1879,19.9353,21,-43,-16,16,-35.9,118,310
310.43,-12.3386,98,13,-10,10,-0.8,-36,-20
310.6142,-33.3286,81,-36,-19,48,-60.2,-46,-25
310.44,-10.9453,54,3,2,-10,8.1,26,-12
310.9004,-51.8011,110,-36,-18,2,-25.2,36,-48
309.7504,56.0047,130,23,2,-12,-0.5,-7,-42
310.3004,12.6519,106,8,-26,-1,-16.5,-12,-40
310.0871,38.7803,54,-39,-33,-25,-38.6,156,36
310.4512,-3.4019,122,45,-5,-13,32.1,-30,-51
310.76,-28.77,93,19,1,-18,25.0,6,-11
310.4417,12.5186,81,-5,-8,-21,-2.1,50,-34
311.4871,-66.1667,33,27,14,17,3.2,-186,121
310.4721,12.9803,58,43,9,1,28.6,-95,-74
310.6546,-13.0947,72,30,-65,38,-28.2,-156,-156
310.3271,29.3594,112,5,8,-12,11.0,13,-15
310.6225,-5.3011,30,17,-19,-5,2.5,-59,-171
310.6692,-10.9697,72,-11,-3,-8,-5.1,37,-6
310.8162,-29.4236,22,-10,-25,11,-19.3,-42,-204
311.0312,-44.7719,58,1,-18,-9,7.8,19,-65
310.4346,28.2694,86,2,-9,0,-8.1,-5,-12
310.4212,35.5456,38,-24,-25,-6,-29.2,92,51
310.9137,-23.47,141,-7,-4,-2,-5.2,8,-5
312.7892,-78.1317,74,25,2,0,13.6,-44,39
310.8917,-15.1872,111,-17,-8,-2,-14.9,22,-5
311.4517,-56.9533,154,-37,-18,5,-26.1,24,-38
310.0742,60.505,33,-23,-20,12,-15.0,14,187
310.4846,42.5247,67,-23,4,-7,0.9,62,46
309.9354,67.3492,89,11,-2,-24,-10.1,30,-50
311.0679,-9.0494,155,-22,-18,-7,-20.7,24,-13
311.2987,-35.1664,134,29,-12,-11,28.6,-16,-23
310.5846,45.8233,58,51,5,-20,8.7,-54,-188
311.7121,-58.1269,68,29,-5,14,14.0,-92,4
310.6192,47.3972,67,34,13,-5,15.0,-50,-94
311.1542,-10.4947,84,-22,-47,-44,-17.0,111,-122
311.3121,-15.7981,58,-26,-4,-7,-17.1,78,7
311.5775,-36.12,70,-19,-17,-4,-14.1,41,-52
310.9062,40.3956,100,-39,-18,1,-24.1,45,59
311.3154,-6.1578,120,36,0,-7,27.7,-30,-31
309.5208,76.8331,132,-36,-24,5,-7.2,24,64
310.7583,52.2953,79,-43,-27,42,-22.4,-23,164
311.2508,12.7267,75,11,12,-3,15.8,-11,-4
311.5237,-25.2708,15,20,-5,-12,20.3,-51,-157
311.6658,-33.6039,48,-31,-9,14,-33.4,34,-22
311.6321,-24.9142,103,-12,-13,6,-15.8,5,-18
313.3954,-77.8386,67,-16,-16,-9,4.5,51,-55
312.9054,-73.6919,70,-2,-16,20,-3.8,-45,-63
311.6425,-17.1628,35,41,8,-18,43.0,-66,-60
311.8192,-35.1539,39,-31,-15,-13,-18.2,154,-81
311.8192,-27.6983,70,23,1,-6,21.9,-29,-11
311.8454,-18.6211,71,-5,-16,5,-12.7,-4,-35
312.1212,-43.9883,41,-35,-18,-18,-14.9,181,-107
311.9812,-30.2417,89,96,-47,-6,68.5,-138,-136
311.6617,16.1239,32,17,-22,-15,-6.9,-1,-204
312.0967,-37.3631,158,-3,-22,-7,0.6,8,-30
311.9004,-10.0508,146,-9,24,14,-0.6,-5,41
312.29,-48.7692,99,-51,-54,-16,-22.0,87,-129
311.3512,48.2736,101,-50,10,3,7.2,60,86
311.6837,20.1228,137,6,-28,-3,-21.6,-5,-29
312.37,-51.8903,76,-53,19,16,-53.4,60,22
312.0546,-16.7389,67,23,-10,-15,20.8,-12,-63
312.0904,-22.7406,50,-3,-41,-16,-6.1,46,-177
311.7646,25.4136,41,12,2,-3,6.4,-25,-49
311.9108,6.9758,80,9,1,-1,6.2,-14,-13
312.0629,-12.4542,38,-13,-4,14,-18.4,-13,33
311.3379,57.5797,27,31,-28,-17,-32.6,-64,-235
311.9075,12.9861,39,-24,-23,11,-33.4,25,38
312.3708,-41.7114,104,17,13,-14,22.1,3,26
311.91,16.2383,54,-5,18,-37,22.9,129,-30
312.6787,-56.2417,41,-19,-34,-13,2.9,105,-185
311.9204,22.6956,78,-21,15,-41,14.8,123,-9
312.2317,-20.6189,74,-41,-19,1,-37.7,68,-21
312.3129,-20.6306,61,-87,-77,-16,-83.2,214,-191
311.6021,56.835,123,-43,-9,-11,-7.2,61,48
312.0258,27.4569,122,-4,-16,-2,-16.0,5,-8
312.1487,9.4661,68,0,-3,-11,1.8,24,-23
312.6367,-42.4883,87,24,-4,16,8.1,-68,-4
312.5712,-30.4233,136,-13,-5,7,-14.6,4,-3
312.8483,-50.6492,91,9,11,0,5.2,-11,28
311.6475,59.8525,57,87,-19,-25,-32.5,-133,-291
312.165,28.8033,41,-30,-58,9,-64.7,40,39
312.4529,-6.6967,84,2,15,-12,16.1,22,16
312.6742,-31.2625,102,27,6,-2,23.3,-32,5
312.6254,-24.9828,54,18,-28,9,0.1,-78,-110
312.1354,42.2586,52,-18,21,-16,18.5,100,25
312.4125,13.9628,51,-43,-22,6,-40.5,89,72
312.4071,12.545,30,-11,12,0,4.4,55,97
312.5129,7.85,60,-109,-53,6,-101.0,213,107
312.7254,-21.3122,71,49,-3,-44,60.9,9,-78
313.1733,-53.2733,67,-11,-16,-7,-0.4,37,-55
320.7912,-87.0522,53,-31,-19,-12,3.3,125,-89
312.2867,40.9153,180,-14,-7,-23,-8.6,31,-6
312.4433,25.7708,52,-19,-16,-11,-18.7,80,2
312.6758,-4.7908,110,-26,-19,2,-29.1,27,-6
312.3183,41.1425,129,-40,-19,-6,-24.3,47,39
312.89,-27.2447,124,-10,-19,9,-17.8,-2,-26
312.9117,-29.4419,62,51,-26,-2,34.7,-110,-108
313.0175,-38.165,132,-14,-36,0,-12.9,11,-57
312.8571,-5.6264,59,-30,-14,-10,-22.5,94,-10
312.6462,23.7453,179,5,-3,0,-1.4,-4,-5
312.8017,3.4906,111,-13,25,19,2.6,-10,64
312.6512,30.4131,118,15,-3,14,-0.7,-37,-5
312.2387,61.1186,71,8,-7,-16,-10.6,20,-42
313.9196,-66.1497,90,-10,5,9,-14.8,-1,-2
312.9296,12.0356,87,-13,-31,-1,-30.9,18,-28
313.3229,-34.6622,62,-9,-27,-21,3.0,69,-96
313.0654,-0.1189,124,-32,-29,7,-41.9,23,-5
313.2067,-16.165,126,-20,-17,-3,-19.8,23,-19
312.1062,68.0328,79,-39,-16,11,-3.2,41,109
312.9575,21.8686,102,-7,-13,-9,-11.8,21,-13
312.075,69.1417,55,-14,-24,-6,-20.9,47,60
312.8654,39.3922,193,13,3,-11,5.7,1,-18
313.2729,-11.5736,45,-11,7,-2,-3.5,41,43
313.705,-46.6006,81,-36,-50,-18,-11.9,90,-137
313.7842,-52.1197,49,-22,-23,-14,-3.5,102,-110
313.4821,-26.3197,100,-17,-52,1,-27.4,16,-99
313.2404,10.9958,134,-5,-45,-13,-33.6,17,-51
313.5237,-18.9967,67,-4,-16,6,-13.2,-9,-38
314.1108,-59.2736,53,10,-14,-10,18.0,1,-37
313.4929,-6.8894,70,-10,-12,-4,-11.6,26,-22
312.8783,56.3656,160,-14,-9,-40,-13.4,51,-17
313.5817,-14.1719,41,-32,-14,-6,-24.9,127,-21
314.6671,-70.4219,85,2,8,-2,-0.9,1,20
314.3433,-59.0758,51,0,-16,-9,10.7,25,-55
314.3271,-58.1669,62,6,3,-19,15.1,37,26
313.7254,-1.3756,66,-19,-21,8,-28.9,17,-13
313.7637,-7.1786,53,30,-29,-24,15.4,-11,-183
313.9483,-17.1142,48,206,111,-186,298.6,62,-65
313.915,-12.8669,243,-5,18,-1,6.3,4,15
313.46,46.0044,78,-26,-13,-16,-15.0,75,25
315.0237,-69.5794,37,-93,-25,-25,-34.6,453,-283
313.7075,32.7064,58,-26,-15,-3,-20.4,67,48
313.76,28.0903,71,-3,-3,-46,5.0,109,-81
314.2171,-33.9983,101,4,8,11,-2.7,-23,19
314.26,-34.1039,205,-3,-15,9,-10.0,-6,-14
314.1971,-26.2961,21,-17,-10,2,-16.1,94,-64
313.9783,6.7744,82,10,-65,-36,-29.0,47,-172
313.8592,25.2303,115,18,-23,-8,-13.0,-12,-48
314.4167,-44.1292,22,23,-104,46,-8.0,-517,-977
314.5354,-48.2036,53,-41,-69,-25,-6.3,170,-285
313.4221,59.3075,130,-5,18,-27,14.3,41,-27
314.3212,-23.8458,91,9,-3,-6,9.0,-3,-14
313.9712,28.7006,129,-17,-32,8,-36.1,6,11
313.8192,43.7903,71,15,-19,-14,-17.4,-1,-65
314.4158,-24.4892,82,56,19,-56,81.1,18,-15
314.4796,-20.0747,74,40,-41,18,3.3,-117,-123
314.9179,-52.175,43,-34,-30,-12,-12.0,150,-167
314.5179,-15.1617,81,-38,-17,-9,-28.3,79,-15
317.3362,-82.0272,24,-35,10,-8,-21.6,266,-51
316.1792,-77.0236,51,10,-122,-17,85.9,13,-369
314.9083,-47.7603,66,5,1,-1,3.9,-8,6
314.7454,-31.6436,121,-10,11,-22,8.5,41,15
314.6483,-13.3683,47,-25,-42,-14,-28.8,115,-150
314.415,26.405,33,-45,-17,-17,-26.1,267,92
314.7717,-25.3806,68,-35,-76,-44,-19.9,165,-234
314.1058,50.7283,53,-3,-15,-12,-15.8,41,-20
315.0892,-51.2653,28,-6,20,22,-22.3,-88,131
314.8792,-27.0242,72,-2,-89,41,-49.2,-96,-227
314.97,-34.8336,136,-28,-41,-17,-15.1,46,-63
314.7062,-3.3181,225,8,-35,-12,-11.0,2,-34
314.8508,-20.4442,78,-10,-10,1,-11.2,16,-18
314.9983,-36.1294,41,-1,-9,-26,15.9,103,-59
314.5092,29.3944,122,-13,14,-19,13.1,40,3
314.3717,47.1822,265,20,-23,-25,-23.0,4,-25
314.6929,16.4228,151,12,-29,-3,-18.3,-9,-34
314.7683,4.2933,33,26,-13,-2,6.0,-102,-152
314.7721,9.9867,72,-20,-5,-18,-6.8,77,-5
315.3425,-49.3511,77,14,-2,-33,32.3,42,6
315.6625,-61.8806,90,18,-55,-31,50.8,23,-93
315.9454,-68.0717,55,-21,2,-14,-5.8,94,-5
314.6308,40.6986,90,-9,-19,-5,-19.8,21,2
314.8321,21.0081,158,-20,-34,2,-38.5,14,-2
315.0358,-10.6281,81,-10,-8,10,-16.3,-3,1
314.6037,46.6039,93,-30,-41,1,-42.1,40,50
315.27,-34.9639,57,28,-21,-36,42.0,30,-99
314.7704,34.4886,87,-22,-36,30,-43.4,-23,65
314.7537,32.2378,115,17,-8,-8,-2.5,-10,-35
315.3054,-35.1839,45,73,-7,-14,63.1,-178,-61
314.9617,16.8242,48,-6,2,-11,2.7,54,-9
315.1408,-4.73,26,-7,-24,-2,-17.8,48,-138
314.4154,61.36,74,-21,43,-5,44.5,55,9
315.2042,-8.3428,34,-51,-15,-7,-36.6,239,32
315.0446,19.9614,72,-35,-18,-9,-26.5,85,28
315.5529,-43.0019,81,-46,-41,3,-35.1,70,-111
315.4279,-23.7992,71,19,-3,-21,25.4,9,-35
314.98,40.2586,39,-62,-29,-4,-36.1,231,212
315.1812,17.4478,53,-70,-49,-30,-60.6,265,8
317.3883,-79.2736,60,20,-2,-4,15.1,-36,32
315.6583,-30.7811,240,11,16,3,9.2,-8,13
315.7354,-39.0956,57,28,-41,11,11.4,-103,-153
315.7412,-38.6314,35,7,-18,-1,4.6,-28,-109
319.8558,-84.7564,66,-35,-11,-6,-8.0,93,-69
317.1,-75.98,66,-43,-5,7,-27.6,77,-80
315.5521,7.1797,61,-3,-4,0,-4.8,5,-4
315.4233,28.1011,83,13,10,-16,16.0,9,-39
315.7725,-19.3208,47,59,-9,-3,39.7,-169,-111
315.7387,-7.3214,101,-12,19,-33,21.5,69,16
315.3587,40.6178,52,-9,-11,-10,-11.1,53,-8
316.1329,-46.2556,64,-12,-21,-31,13.8,102,-69
316.0358,-37.5289,119,57,-8,-11,49.1,-54,-19
316.3817,-59.1383,33,-23,2,-1,-16.1,105,-21
315.4583,39.2606,170,24,12,-6,15.3,-14,-25
315.6975,11.28,184,-17,-13,6,-20.9,8,6
315.7625,1.5319,66,34,-9,14,6.3,-107,-53
315.9508,-24.3222,99,-12,-4,-2,-8.5,20,-4
316.0525,-34.8089,56,14,7,-8,16.0,-12,21
315.6079,27.8072,50,-22,-22,-9,-24.8,87,6
315.6504,21.6911,55,1,3,-15,7.3,40,-33
315.4112,47.5017,69,-34,-13,-15,-14.5,100,47
315.5712,33.7389,76,-32,-8,8,-15.6,42,72
315.8492,-2.5706,80,11,2,-1,8.9,-17,-11
316.0496,-29.1486,83,17,-31,-17,16.4,2,-89
315.8729,-1.5794,48,8,9,-13,16.9,20,-10
316.0062,-18.1119,109,15,-8,-6,10.6,-12,-26
315.5912,37.6536,44,42,-17,-19,-8.3,-67,-220
316.5162,-57.1467,68,-66,-51,0,-33.6,134,-197
316.9412,-67.9203,27,-51,6,9,-41.6,214,-114
317.3433,-73.1728,19,-44,-17,-16,-8.6,461,-287
315.7483,35.0375,91,-15,1,-7,-1.4,35,15
315.8083,34.9819,110,-59,-19,-16,-27.2,98,53
315.9817,6.98,64,2,-3,-46,18.6,107,-88
316.2704,-32.8261,58,20,1,-1,15.3,-47,-5
316.5187,-52.3789,172,-21,-17,-10,-6.1,26,-23
312.3425,83.9417,76,-26,-29,9,-9.6,21,106
315.6696,45.8847,19,-34,-13,-18,-14.6,396,141
316.0233,3.9806,64,40,-36,-8,-1.3,-71,-165
316.0304,2.9944,56,97,-74,12,-4.9,-283,-365
315.7787,39.9914,104,14,-33,10,-31.4,-36,-17
316.3967,-36.4656,78,1,3,-18,13.1,34,3
316.5712,-48.5261,76,1,-15,-3,4.9,3,-39
316.1837,-4.8289,54,73,-14,-18,45.0,-140,-194
316.8525,-59.9919,83,40,-19,-11,40.5,-49,-17
316.1879,3.5336,37,1,3,-5,4.5,18,-3
316.4954,-36.2592,63,28,-3,-5,23.9,-51,-19
316.8229,-57.0322,53,3,-33,-17,22.6,40,-113
315.9671,41.6281,107,19,-25,-16,-22.4,-3,-54
316.6537,-41.3844,91,-17,-16,11,-19.8,8,-36
316.2829,7.9453,45,17,-3,-17,12.9,6,-94
316.33,0.7269,165,-1,3,13,-5.1,-12,11
316.8137,-48.97,116,-6,9,-7,-0.6,17,17
316.9729,-56.6358,192,-12,-9,-14,3.5,20,-10
316.3612,5.9581,37,11,-32,10,-22.2,-89,-130
320.3383,-84.3097,161,-23,-12,-19,5.6,39,-13
315.9467,54.3442,110,-14,-9,-11,-9.0,35,8
316.4521,15.3272,44,-11,-27,-15,-22.1,86,-80
316.8804,-38.6914,145,-17,-15,-20,-0.1,39,-23
316.7008,-15.5725,124,20,2,-1,14.8,-21,-9
316.4629,20.0411,114,16,-24,-19,-9.7,6,-61
316.8446,-31.4997,94,21,-17,7,7.0,-44,-41
316.5737,7.5069,55,-27,-14,-9,-19.9,94,6
316.6079,13.1142,58,31,10,-40,36.8,32,-129
316.9371,-31.0567,67,-51,33,-57,7.2,242,99
316.7179,-0.9633,117,2,-12,5,-9.3,-10,-14
316.7983,-15.7475,58,51,-28,-2,23.4,-123,-151
316.0267,63.3794,132,5,8,0,6.6,-5,-10
316.1492,60.2564,70,9,-24,-12,-26.8,8,-29
316.8892,-11.2586,100,2,-16,10,-12.6,-20,-23
316.8292,4.1414,116,2,-12,-5,-4.9,5,-21
316.9325,-5.5658,50,-117,-16,40,-101.5,207,225
316.97,-10.2114,72,30,-44,26,-18.7,-117,-115
316.6429,38.0392,101,16,-13,-13,-9.6,-3,-46
316.7192,33.6686,236,-22,-34,-12,-35.5,21,-1
317.4292,-50.9103,98,-15,-26,-45,23.4,92,-49
316.7329,36.2544,77,29,-21,-1,-15.3,-54,-71
317.1537,-21.6831,92,-30,-13,-12,-17.6,68,-17
316.9854,7.4328,36,-18,2,-27,4.5,189,-12
317.3429,-36.7058,74,-14,-45,0,-13.8,26,-125
317.6054,-54.5736,32,-17,-3,-12,-3.5,132,-26
317.0042,9.3625,87,-5,-12,8,-15.3,-6,-2
316.5762,54.0225,155,-11,9,4,9.7,6,14
316.6487,54.2175,147,-17,19,-13,18.6,30,3
317.3871,-20.5564,54,-45,-50,0,-49.4,118,-135
317.3296,-3.8922,60,10,16,3,13.9,-32,33
317.4646,-24.4006,52,0,5,1,1.0,-2,21
317.4987,-22.5261,104,-12,5,-21,6.5,47,5
317.8446,-52.3392,51,-3,9,10,-10.5,-24,30
316.7512,58.9956,77,-1,9,-3,8.4,9,-9
317.0912,39.6714,119,-41,-3,10,-8.6,36,65
317.3771,1.5683,97,-20,-14,27,-34.0,-14,27
317.0712,43.7475,65,-38,-49,-14,-50.6,115,49
317.2633,26.9894,83,-29,-17,14,-27.1,25,57
318.5737,-70.8581,94,-28,-34,-22,12.2,79,-72
317.2942,30.3764,78,-32,-3,-27,-4.2,113,10
317.6692,-23.3114,56,-32,-35,-6,-29.3,96,-103
317.4925,2.9436,92,-37,-21,11,-39.9,39,22
317.785,-34.9944,60,18,-25,-15,20.0,-6,-95
317.3962,22.9342,119,0,-41,-3,-35.9,4,-34
317.6071,-7.7086,88,-11,-19,0,-17.1,18,-27
317.4408,19.2106,43,-12,-20,11,-24.8,0,20
317.7012,-7.6414,64,-76,-37,-26,-52.5,234,-33
318.0404,-42.0536,149,50,2,-39,63.0,-9,4
317.8925,-23.1125,124,31,3,-22,37.2,-9,-15
316.5971,71.4317,49,26,10,-8,-0.8,-51,-116
317.5592,20.7436,68,17,38,25,31.5,-92,67
318.0571,-40.2692,32,-2,-33,-9,3.8,56,-219
318.1975,-51.5136,53,-9,-5,-4,-2.7,37,-20
317.6267,19.9597,111,-4,-16,3,-16.9,1,-7
318.0304,-30.5892,89,17,-6,-10,18.0,-11,-23
317.4292,46.1586,65,-7,5,-5,5.0,27,8
317.8875,-1.3,109,-44,-20,1,-38.2,58,11
318.0117,-20.3331,97,-13,-29,13,-27.1,-1,-44
317.3012,57.2025,128,3,-18,-19,-20.6,19,-21
317.6367,36.7958,101,-1,-3,-28,0.8,43,-39
318.365,-49.7944,77,20,7,1,12.7,-41,24
318.2625,-39.4247,33,-49,-20,6,-40.6,187,-115
317.4662,53.7422,83,17,11,3,9.7,-34,-28
318.0929,-14.9992,48,-20,-14,3,-21.6,50,-22
316.9025,71.6817,135,-21,0,-5,3.9,28,17
317.5783,52.4306,75,-38,41,-14,42.1,101,43
317.8883,26.3336,72,-4,-35,10,-36.2,-15,-12
318.0312,10.6378,80,-75,-53,-19,-67.3,171,2
317.9979,24.1681,55,-128,-83,-37,-103.4,440,109
