# Dist    Mv    CL   Typ    LTef    logg   Age   Mass   B-V     U-B       V-I     V-K     V        mux       g-V                   muy       Vr       UU        VV        g-i                     WW        [Fe/H]   l           b      Av      Mbol    Vgsr          g                   
  0.786   5.9   5    6.1    3.701   4.53   7     0.83   0.897   0.529     0.921   2.179   15.543   0.445     0.44111000931262967   -0.585    23.34    19.76     -26.01    0.8280010056495668      15.08     -0.35    251.19999   49.3   0.081   5.055   -115.66       15.98411023056507   
  0.786   6.2   5    6.2    3.687   4.59   6     0.84   0.99    0.752     0.986   2.356   15.795   -0.931    0.49970000600814823   -0.392    23.66    -27.27    -34.8     0.9242660021185876      -4.69     -0.2     251.19999   49.3   0.081   5.29    -115.34       16.294700082302093  
  0.786   6.1   5    6.2    3.692   4.57   5     0.86   0.979   0.747     0.968   2.303   15.756   -0.314    0.4927699825763703    -0.992    18.91    4.11      -42.14    0.8976079922318458      -8.23     -0.06    251.19999   49.3   0.081   5.19    -120.09       16.24876954770088   
  0.786   5.8   5    6.0    3.707   4.54   7     0.87   0.891   0.55      0.911   2.145   15.431   -1.158    0.4373299828767776    0.322     39.77    -50.77    -27.39    0.8131910197734833      16.08     -0.15    251.19999   49.3   0.081   5.02    -99.229996    15.868329738736152  
  0.786   5.9   5    6.1    3.701   4.56   6     0.89   0.93    0.649     0.928   2.192   15.426   -0.703    0.46190000450611113   0.342     -18.5    -24.51    13.72     0.8383679604530334      -20.03    -0.03    251.19999   49.3   0.081   5.055   -157.5        15.887899645924568  
  0.786   5.6   5    5.8    3.717   4.54   6     0.9    0.812   0.352     0.881   2.051   15.164   -2.118    0.3875599852800369    0.545     23.38    -81.69    -20.82    0.7687609738707544      -8.76     -0.4     251.19999   49.3   0.081   4.851   -115.62       15.551559542775154  
  0.786   5.0   5    5.5    3.75    4.47   5     0.98   0.692   0.167     0.774   1.725   14.614   0.099     0.31195998227596283   0.66      -19.89   -4.65     31.44     0.6102939837574959      -1.93     -0.14    251.19999   49.3   0.081   4.315   -158.89       14.925960302710534  
  0.786   4.2   5    5.0    3.77    4.26   6     1.08   0.617   0.07      0.695   1.548   13.743   -0.348    0.26470998978614807   -0.981    4.56     5.85      -33.33    0.4932949894070626      -19.5     -0.1     251.19999   49.3   0.081   3.579   -134.44       14.007710020303726  
  0.786   4.1   5    4.8    3.78    4.33   5     1.13   0.6     0.09      0.656   1.464   13.684   -0.272    0.2540000150203705    0.106     5.47     -11.65    -3.21     0.43553602683544157     1.37      0.1      251.19999   49.3   0.081   3.51    -133.53       13.93800003027916   
  0.786   3.6   5    4.8    3.78    4.1    6     1.15   0.586   0.055     0.656   1.468   13.185   -1.098    0.24518001592159272   0.862     -8.09    -48.61    17.62     0.43553602683544157     -9.79     -0.04    251.19999   49.3   0.081   3.01    -147.09       13.430180435538292  
  0.786   3.5   5    4.7    3.79    4.15   4     1.27   0.546   0.021     0.617   1.37    12.97    -1.236    0.21998000240325927   0.616     17.49    -53.87    -6.34     0.3777769759893418      2.98      -0.11    251.19999   49.3   0.081   2.942   -121.51       13.189980269432068  
  0.786   8.4   5    6.75   3.623   4.78   8     0.54   1.251   1.003     1.474   3.016   17.971   -3.36     0.6641300294399262    -1.384    120.77   -106.39   -146.55   1.6469939661026003      10.48     -0.7     251.19999   49.3   0.081   7.657   -18.230003    18.635130700826643  
  0.786   8.2   5    6.7    3.631   4.77   8     0.56   1.23    1.029     1.394   2.939   17.745   -3.234    0.6509000120162964    -2.939    21.25    -53.31    -126.62   1.528514079093933       -89.85    -0.51    251.19999   49.3   0.081   7.513   -117.75       18.395900851249696  
  0.786   8.0   5    6.64   3.638   4.75   8     0.57   1.234   1.11      1.314   2.996   17.547   0.087     0.6534199795722961    1.364     66.07    -35.87    -2.39     1.4100340155363085      75.25     -0.22    251.19999   49.3   0.081   7.368   -72.93        18.20042086458206   
  0.786   6.8   5    6.21   3.695   4.68   8     0.66   0.9     0.498     0.938   2.239   16.449   2.925     0.44299998497962956   -1.815    44.38    115.95    -47.79    0.8531780346035958      51.77     -0.69    251.19999   49.3   0.081   6.469   -94.619995    16.891999389886855  
  0.786   6.6   5    6.12   3.705   4.67   8     0.68   0.809   0.187     0.9     2.125   16.075   -1.88     0.3856700096130371    -1.241    115.61   -61.18    -124.49   0.7968999646902084      34.17     -1.42    251.19999   49.3   0.081   6.31    -23.39        16.46067077255249   
  0.786   2.4   3    5.55   3.7     3.12   8     0.93   0.858   0.279     0.902   2.165   12.012   2.641     0.41653998768329625   -1.352    15.78    104.58    -20.27    0.7998620148301125      33.3      -1.05    251.19999   49.3   0.081   2.129   -123.22       12.428540071606637  
  0.836   8.1   5    6.7    3.613   4.66   6     0.66   1.348   1.248     1.559   3.442   17.854   -2.157    0.7252400312423706    0.552     11.19    -85.43    -13.93    1.772879022598267       -20.26    -0.08    251.19999   49.3   0.081   6.762   -127.81       18.579240122795106  
  0.836   8.0   5    6.7    3.616   4.66   5     0.67   1.341   1.261     1.528   3.431   17.696   -0.574    0.7208299753665924    -1.035    -2.88    1.27      -34.67    1.7269679957628252      -31.68    -0.01    251.19999   49.3   0.081   6.662   -141.88       18.416829120874404  
  0.836   7.4   5    6.5    3.637   4.62   5     0.72   1.263   1.236     1.357   2.98    17.052   -0.577    0.6716900072097778    0.838     23.45    -40.45    3.84      1.4737169901132585      22.85     0.09     251.19999   49.3   0.081   6.125   -115.55       17.723690052986147  
  0.836   7.0   5    6.5    3.652   4.6    4     0.74   1.201   1.138     1.236   2.814   16.767   -0.891    0.6326299843788147    0.036     16.3     -34.05    -18.58    1.2945159138441087      -3.07     0.01     251.19999   49.3   0.081   5.83    -122.7        17.399630182743074  
  0.836   6.6   5    6.3    3.669   4.59   4     0.76   1.092   0.945     1.096   2.584   16.351   -0.991    0.5639600048065185    0.155     14.66    -39.37    -15.15    1.0871759350299837      -3.91     -0.16    251.19999   49.3   0.081   5.56    -124.34       16.914959836959838  
  0.836   6.6   5    6.3    3.669   4.59   7     0.77   1.05    0.814     1.081   2.566   16.21    -0.995    0.5374999699592591    0.082     53.54    -46.27    -41.34    1.0649609562158586      24.13     -0.52    251.19999   49.3   0.081   5.56    -85.46        16.747499054431916  
  0.836   6.4   5    6.3    3.678   4.59   5     0.82   1.016   0.788     1.018   2.459   16.116   -0.679    0.5160800204277038    0.051     5.72     -24.99    -9.32     0.9716580098867418      -6.96     -0.38    251.19999   49.3   0.081   5.425   -133.28       16.632079242229462  
  0.836   6.1   5    6.2    3.692   4.55   4     0.83   0.973   0.723     0.966   2.299   15.843   -0.587    0.48898999369144436   -0.669    22.26    -11.48    -39.62    0.8946460303664208      -6.08     -0.12    251.19999   49.3   0.081   5.19    -116.74       16.33199040567875   
  0.836   6.2   5    6.2    3.687   4.59   6     0.84   0.973   0.699     0.981   2.349   15.962   -0.493    0.48898999369144436   -0.185    41.07    -21.62    -36.04    0.9168610091805458      18.83     -0.35    251.19999   49.3   0.081   5.29    -97.93        16.45098988687992   
  0.836   6.1   5    6.2    3.692   4.57   4     0.86   0.994   0.805     0.978   2.309   15.835   -0.763    0.5022200111150742    -0.154    27.87    -28.52    -29.92    0.9124179781079294      4.5       0.09     251.19999   49.3   0.081   5.19    -111.13       16.337220049262047  
  0.836   6.0   5    6.1    3.697   4.58   7     0.88   0.926   0.599     0.94    2.232   15.611   -1.283    0.45937999939918517   0.04      5.19     -44.93    -15.82    0.8561399964690208      -18.48    -0.32    251.19999   49.3   0.081   5.155   -133.81       16.070380060434342  
  0.836   5.3   5    5.6    3.734   4.46   7     0.89   0.737   0.208     0.833   1.889   14.938   -0.786    0.34030999279022217   -0.212    -6.21    -20.99    -10.82    0.6976730063557626      -22.82    -0.4     251.19999   49.3   0.081   4.583   -145.21       15.27830971813202   
  0.836   4.4   5    5.0    3.76    4.29   7     1.0    0.593   -0.063    0.732   1.633   14.012   -1.526    0.2495899966955185    -0.127    10.69    -51.08    -26.69    0.5480919901132584      -21.79    -0.73    251.19999   49.3   0.081   3.747   -128.31       14.26159008061886   
  0.836   4.3   5    5.0    3.77    4.33   5     1.1    0.632   0.112     0.696   1.546   14.081   -0.92     0.274160018324852     0.382     17.87    -42.03    -9.75     0.49477597033977516     3.99      0.04     251.19999   49.3   0.081   3.679   -121.13       14.355160346388816  
  0.836   2.8   3    5.8    3.68    3.28   7     1.11   1.031   0.733     0.983   2.397   12.417   -0.49     0.5255300114154816    -0.866    24.89    -4.99     -45.95    0.9198229710459709      -5.97     -0.36    251.19999   49.3   0.081   1.836   -114.11       12.942529828310013  
  0.836   3.7   5    4.7    3.79    4.22   5     1.22   0.555   0.04      0.617   1.368   13.461   0.664     0.22565000450611117   -0.279    18.58    23.77     -12.52    0.3777769759893418      20.91     -0.01    251.19999   49.3   0.081   3.142   -120.42       13.686650447010994  
  0.836   8.2   5    6.7    3.631   4.77   8     0.56   1.205   0.93      1.394   2.9     17.856   -1.388    0.6351500270366669    -1.861    70.62    -25.58    -112.95   1.528514079093933       -5.92     -0.82    251.19999   49.3   0.081   7.513   -68.38        18.49115092730522   
  0.836   8.0   5    6.64   3.638   4.75   8     0.57   1.195   0.978     1.314   2.876   17.7     -0.801    0.628850033044815     -2.163    65.36    1.07      -112.21   1.4100340155363085      -4.87     -0.59    251.19999   49.3   0.081   7.368   -73.64        18.32885079598427   
  0.836   5.4   5    5.15   3.763   4.55   8     0.79   0.562   -0.146    0.724   1.623   15.099   0.936     0.2300599852800369    -3.609    5.7      99.81     -99.05    0.5362439661026002      -45.47    -1.09    251.19999   49.3   0.081   5.272   -133.3        15.329059962391852  
  0.836   5.2   5    5.04   3.771   4.52   8     0.81   0.54    -0.148    0.691   1.57    14.843   0.993     0.21620001351833346   1.469     56.43    -6.84     18.8      0.4873709774017334      87.85     -1.0     251.19999   49.3   0.081   5.084   -82.57        15.059200425505638  
  0.886   8.2   5    6.9    3.61    4.66   5     0.65   1.356   1.242     1.59    3.464   17.938   -0.151    0.7302799663543701    1.591     -15.01   -34.72    56.88     1.8187900494337081      16.89     -0.12    251.19999   49.3   0.081   6.83    -154.01       18.668279691696167  
  0.886   8.1   5    6.7    3.613   4.66   4     0.65   1.343   1.307     1.569   3.239   17.869   -0.045    0.7220900342464447    -0.485    7.74     6.7       -20.34    1.78768900847435        -4.49     0.12     251.19999   49.3   0.081   6.762   -131.26       18.591089515447617  
  0.886   7.5   5    6.5    3.633   4.62   7     0.7    1.265   1.184     1.371   3.115   17.228   -0.186    0.6729499909877777    0.252     -16.25   -8.35     15.74     1.4944510762691499      -10.93    -0.1     251.19999   49.3   0.081   6.225   -155.25       17.90095063185692   
  0.886   7.3   5    6.5    3.641   4.63   7     0.71   1.24    1.163     1.319   3.008   17.141   1.353     0.6572000060081482    -0.32     -27.88   60.57     22.68     1.41743900847435        -1.51     -0.07    251.19999   49.3   0.081   6.065   -166.88       17.79820075368881   
  0.886   6.7   5    6.4    3.664   4.57   4     0.75   1.152   1.109     1.155   2.663   16.548   -1.165    0.6017599687576294    -0.35     11.97    -36.82    -31.51    1.1745549576282501      -20.07    0.18     251.19999   49.3   0.081   5.595   -127.03       17.14976030445099   
  0.886   7.0   5    6.5    3.652   4.62   4     0.76   1.202   1.162     1.244   2.817   16.868   -0.128    0.6332600138187409    0.36      2.9      -12.52    7.91      1.306363937854767       6.79      0.08     251.19999   49.3   0.081   5.83    -136.1        17.50126004433632   
  0.886   6.4   5    6.3    3.678   4.56   6     0.8    1.075   0.982     1.046   2.484   16.18    -0.533    0.553250030040741     -0.773    5.95     -4.42     -33.69    1.0131260056495668      -20.81    0.15     251.19999   49.3   0.081   5.36    -133.05       16.73325033521652   
  0.886   5.3   5    5.6    3.734   4.48   5     0.93   0.804   0.417     0.843   1.892   15.081   -1.455    0.3825200126171112    0.089     42.78    -62.6     -40.18    0.7124829922318459      6.35      0.19     251.19999   49.3   0.081   4.583   -96.22        15.463520340681075  
  0.886   5.2   5    5.6    3.74    4.48   6     0.94   0.723   0.202     0.816   1.831   15.083   -0.187    0.3314899936914444    -0.038    28.94    -11.96    -21.17    0.6724959774017334      17.62     -0.27    251.19999   49.3   0.081   4.483   -110.06       15.414490176796914  
  0.886   5.2   5    5.6    3.74    4.49   4     0.97   0.775   0.359     0.826   1.831   14.928   -0.378    0.3642499849796295    0.313     4.18     -20.73    2.81      0.6873059632778169      2.05      0.18     251.19999   49.3   0.081   4.483   -134.82       15.292250435113907  
  0.886   5.0   5    5.5    3.75    4.46   6     0.97   0.737   0.298     0.784   1.719   14.828   -0.823    0.34030999279022217   -0.219    9.59     -26.86    -22.08    0.6251039696335794      -12.77    0.23     251.19999   49.3   0.081   4.315   -129.41       15.168310061454774  
  0.886   5.0   5    5.5    3.75    4.47   5     0.99   0.749   0.33      0.785   1.719   14.905   0.022     0.34787000811100005   -0.152    6.77     2.47      -8.65     0.6265850388407708      2.57      0.32     251.19999   49.3   0.081   4.315   -132.23       15.252869741082192  
  0.886   4.6   5    5.1    3.76    4.34   7     0.99   0.628   0.035     0.732   1.624   14.384   -0.014    0.271640013217926     -0.619    9.5      10.15     -25.21    0.5480919901132584      -5.18     -0.35    251.19999   49.3   0.081   3.947   -129.5        14.655639837741852  
  0.886   4.5   5    5.0    3.76    4.34   7     1.01   0.599   -0.046    0.732   1.631   14.395   -1.892    0.2533699855804443    0.426     12.17    -78.6     -15.82    0.5480919901132584      -18.62    -0.66    251.19999   49.3   0.081   3.847   -126.83       14.648370443344117  
  0.886   4.2   5    4.8    3.78    4.37   5     1.13   0.556   -0.03     0.657   1.481   13.966   -0.473    0.2262799963951111    -0.177    -8.16    -11.52    -5.84     0.4370170077681542      -18.7     -0.35    251.19999   49.3   0.081   3.61    -147.16       14.192279599666595  
  0.886   3.7   5    4.8    3.78    4.13   6     1.15   0.567   0.0050    0.656   1.475   13.473   -1.459    0.23320998227596285   -0.742    36.38    -44.42    -62.07    0.43553602683544157     -14.87    -0.23    251.19999   49.3   0.081   3.11    -102.619995   13.706209555029869  
  0.886   3.6   5    4.8    3.78    4.13   5     1.22   0.596   0.081     0.656   1.465   13.319   0.491     0.25148000991344455   -0.625    10.13    28.12     -20.04    0.43553602683544157     4.84      0.06     251.19999   49.3   0.081   3.01    -128.87       13.57048025405407   
