oid_1,ra,dec,snr,v_rad,v_helio,v_gsr,v_err,prior_teff,param_teff,param_logg,param_feh,param_alpha,chi_sq,oid_2,vrad,verr,R,absverr,delta_vgsr,vgsr
523,162.050666667,0.0859638888889,38.5505293161,155.638,155.624,18.4371,8.649,4718.56,4500.0,5.0,-2.0,0.4,10.8064,523,153.452,4.063,0.86,4.063000202178955,-137.20090048828126,16.251099511718735
524,161.291875,0.0835888888889,26.442592987,69.5807,69.575,-68.5827,7.232,4130.62,5527.23,5.0,-1.5,0.4,11.7644,524,55.2801,10.012,0.7,10.01200008392334,-138.16340373535155,-82.88330373535155
525,161.60475,0.0807138888889,64.5769322265,161.157,161.143,23.3709,9.803,4332.15,4250.0,0.0,-2.5,0.0,18.2371,525,157.6096,2.733,0.93,2.7330000400543213,-137.78609768066406,19.823502319335944
526,161.420916667,0.119094444444,27.6484524009,-14.8124,-14.8112,-152.7,10.172,4348.75,4750.25,4.47565205484,-1.52350474521,0.256258633776,9.35349,526,-25.3622,7.34,0.84,7.340000152587891,-137.8876001358032,-163.2498001358032
527,161.86825,0.0329944444444,81.8233227897,-16.9101,-16.9087,-154.489,9.004,5143.13,4956.13,4.49992600869,-0.968788114863,0.223436243477,26.1484,527,-20.4943,3.454,0.94,3.4539999961853027,-137.57889906311036,-158.07319906311037
528,161.198,0.14145,51.8813225627,-47.8437,-47.8398,-185.941,9.399,4390.53,4500.0,5.0,-1.5,0.4,11.3284,528,-53.7075,2.655,0.95,2.6549999713897705,-138.09729959106446,-191.80479959106447
529,161.321083333,0.206886111111,36.2676193037,36.3107,36.3077,-101.442,10.523,6661.63,5184.74,3.86941907166,-0.441828330369,0.399952172631,9.92519,529,32.9077,9.197,0.89,9.196999549865723,-137.75269946289063,-104.84499946289063
530,161.550666667,0.116191666667,40.1567591773,54.0822,54.0776,-83.6562,10.17,5105.42,4734.9,4.84252730874,-1.26884065506,0.215063536097,11.6918,530,52.254,3.338,0.93,3.3380000591278076,-137.7383990966797,-85.48439909667971
531,161.377,0.160625,25.3099366951,152.905,152.892,15.0728,11.271,-41039.8,5253.43,4.99968178493,-1.04770780185,6.28445994012E-5,11.4068,531,142.0811,7.152,0.81,7.1519999504089355,-137.83219877929687,4.248901220703118
532,161.548458333,0.134602777778,58.9548850122,-6.2446,-6.2441,-143.925,14.121,4773.89,5072.78,4.99954212932,-0.850847465362,0.00286420354816,15.8606,532,-13.6309,3.181,0.95,3.180999994277954,-137.68040018081666,-151.31130018081666
534,161.184333333,0.258291666667,56.033391534,89.919,89.9117,-47.8546,10.389,6456.5,4610.77,3.04960304746,-1.89801862861,0.399999264046,17.8449,534,87.8097,3.636,0.93,3.635999917984009,-137.77359871826172,-49.96389871826172
535,161.846208333,0.0648583333333,57.046971292,3434.34,3434.04,3296.53,9.022,5024.85,7000.0,5.0,0.2,0.0,46.9752,535,-42.2029,11.657,0.82,11.656999588012695,-137.8100878906248,-180.0129878906248
536,161.566041667,0.162033333333,40.2970249489,-7.8045,-7.8038,-145.38,9.042,4035.93,4663.63,4.85554093778,-1.15453786432,0.146290345774,8.59676,536,-16.1103,3.993,0.93,3.993000030517578,-137.57549989700317,-153.68579989700316
537,161.245666667,0.292422222222,44.1065645691,5.8868,5.8863,-131.7,11.561,4480.32,4522.9,4.58025325583,-1.48197436222,0.0363964447825,11.9062,537,-0.7943,8.035,0.88,8.03499984741211,-137.58679981231688,-138.38109981231688
538,161.563333333,0.174961111111,38.5259169502,62.8723,62.867,-74.6739,10.293,4157.83,4447.14,4.86370992767,-1.36370176484,0.24862272557,10.894,538,55.1905,3.793,0.92,3.7929999828338623,-137.54619919433594,-82.35569919433594
539,161.287583333,0.301061111111,27.2998676898,46.0903,46.0864,-91.4217,12.499,5055.77,5000.0,5.0,-1.5,0.4,24.6445,539,38.3855,10.188,0.77,10.187999725341797,-137.51200151367186,-99.12650151367185
540,161.558583333,0.139902777778,34.2866469302,135.166,135.154,-2.49807,13.163,4733.7,5000.0,5.0,-2.0,0.4,11.8895,540,129.2132,8.366,0.83,8.366000175476074,-137.66407036621095,-8.45087036621095
541,161.749291667,0.106797222222,32.3881413363,44.3159,44.312,-93.1981,14.655,4779.52,5037.25,5.0,-1.04255057573,0.4,9.58965,541,46.0456,5.845,0.85,5.84499979019165,-137.51399889526368,-91.46839889526368
542,161.742458333,0.155225,31.9237190868,45.7031,45.6991,-91.674,10.681,5052.48,5000.0,5.0,-1.5,0.4,8.25025,542,38.9199,6.205,0.89,6.204999923706055,-137.37709829711915,-98.45719829711915
543,161.617458333,0.236238888889,54.1725465058,-8.3776,-8.3769,-145.665,9.492,4743.37,4498.74,4.99972751115,-0.437929608558,5.46979484002E-4,14.4372,543,-12.61,2.982,0.95,2.9820001125335693,-137.28740028381347,-149.89740028381345
544,161.91725,0.129708333333,64.4602590749,-1.4421,-1.442,-138.669,10.58,4990.89,4919.07,4.99996503539,-0.817774151785,1.89307954677E-4,21.1426,544,-8.6887,7.047,0.92,7.046999931335449,-137.22689995193483,-145.91559995193484
545,161.468333333,0.312538888889,25.2791531404,69.6504,69.6445,-67.6018,18.259,5174.54,4500.0,5.0,-2.5,0.4,31.6355,545,56.4713,10.913,0.72,10.913000106811523,-137.25219825439453,-80.78089825439453
546,161.781458333,0.150772222222,37.1483085237,4.975,4.9746,-132.362,10.471,5890.47,4998.99,4.55385472238,-0.711618435679,0.176039068222,14.7825,546,-2.337,3.79,0.92,3.7899999618530273,-137.33699990463256,-139.67399990463255
547,161.810791667,0.149075,51.4543705247,3356.41,3356.11,3218.81,7.671,4828.04,4750.0,5.0,-5.5,0.4,133.179,547,244.5775,5.326,0.74,5.326000213623047,-137.59991210937505,106.97758789062493
548,161.314666667,0.469333333333,100.724048689,2.4941,2.4939,-134.472,11.184,5167.04,6000.0,5.0,0.0,0.0,79.8565,548,-3.2598,2.455,0.95,2.4549999237060547,-136.96610009384156,-140.22590009384157
549,161.457666667,0.389116666667,35.3780054763,12.565,12.5639,-124.465,8.874,4939.23,4997.04,4.49709491806,-0.862333195561,0.351317909777,21.0184,549,4.7909,4.766,0.89,4.765999794006348,-137.0299995803833,-132.2390995803833
550,161.673041667,0.270108333333,25.8676841824,17.68,17.6785,-119.437,8.998,5021.07,5932.47,4.99998134495,-0.0015389525034,0.0031189386308,23.4099,550,1.9934,6.622,0.79,6.622000217437744,-137.1170003051758,-135.12360030517578
551,161.347458333,0.515361111111,56.5630309022,27.3395,27.3372,-109.449,10.243,4565.71,4500.95,4.87180853186,-0.830749971338,8.97796904496E-4,28.4581,551,19.315,2.327,0.95,2.3269999027252197,-136.7885004272461,-117.47350042724611
552,161.551958333,0.376613888889,65.6834189384,-11.3638,-11.3628,-148.31,8.971,4679.46,4870.31,3.31699564964,-0.567640666617,1.53413867539E-6,31.8984,552,-14.2603,2.745,0.95,2.744999885559082,-136.94619995117188,-151.20649995117188
553,161.391541667,0.548147222222,43.5464489125,55.0558,55.0512,-81.5799,7.627,4582.93,4500.17,4.99990239576,-0.970496295841,4.68962967257E-4,23.4787,553,47.4049,5.173,0.91,5.172999858856201,-136.63570139160157,-89.23080139160157
554,161.39975,0.519366666667,31.0185284771,-38.4236,-38.4204,-175.128,12.805,4376.64,4934.04,4.65626131745,-0.499853054407,7.77258490105E-4,18.5117,554,-44.5829,4.6,0.88,4.599999904632568,-136.70440075683592,-181.28730075683592
555,161.342833333,0.584705555556,61.9283742331,32.3618,32.3591,-104.223,10.461,4488.53,4867.44,4.99961986714,-1.11642983577,0.231292395153,33.6717,555,27.311,3.885,0.95,3.884999990463257,-136.58480114746095,-109.27380114746094
556,161.527625,0.446458333333,24.8225317213,3331.55,3331.27,3194.5,7.345,6884.5,4750.0,5.0,-5.5,0.4,44.507,556,66.8933,7.39,0.78,7.389999866485596,-137.050048828125,-70.156748828125
557,161.343,0.638233333333,46.3411514676,-34.2644,-34.2616,-170.681,11.238,4706.02,4720.31,3.83629257273,-1.33660075901,0.316008715484,19.3509,557,-40.3884,5.231,0.92,5.230999946594238,-136.41659951782228,-176.80499951782227
558,161.457166667,0.481719444444,26.6789966053,82.1295,82.1226,-54.6268,12.639,4897.63,4108.68,2.07053767565,-1.71707623866,0.39816341191,34.9595,558,81.813,8.519,0.78,8.519000053405762,-136.75630134277344,-54.94330134277344
559,161.432166667,0.599052777778,37.7813436982,9.0424,9.0416,-127.384,10.749,4498.51,4782.04,4.99989686657,-0.499263610657,2.86414108791E-5,39.794,559,1.3746,3.734,0.89,3.7339999675750732,-136.42640036010744,-135.05180036010745
560,161.736791667,0.325155555556,34.4119598889,166.662,166.648,29.7797,11.532,4541.25,6250.0,5.0,0.0,0.0,73.3266,560,164.6904,8.272,0.82,8.272000312805176,-136.88230256347657,27.80809743652344
561,161.478625,0.580047222222,25.0958927518,-28.0372,-28.0349,-164.46,8.509,5085.88,5000.0,5.0,-2.0,0.4,21.2228,561,-33.0044,8.467,0.78,8.467000007629395,-136.42279907226563,-169.42719907226564
562,161.383583333,0.691844444444,34.200885391,-2.5157,-2.5155,-138.721,10.19,5040.45,4712.0,4.32011569359,-0.919456926003,6.41608771162E-4,55.9615,562,-8.2282,8.681,0.8,8.680999755859375,-136.2052998981476,-144.43349989814757
563,161.529125,0.619311111111,40.9367172516,3308.59,3308.31,3172.07,10.384,5727.31,4000.39,0.500391108528,-3.86743040642,0.4,21.8002,563,31.9277,3.679,0.92,3.678999900817871,-136.52008789062484,-104.59238789062483
564,161.683375,0.385569444444,42.689259349,25.8587,25.8565,-110.897,10.497,4167.76,4111.33,3.99918760343,-1.36814488703,0.392919037252,37.8848,564,19.6796,3.001,0.93,3.000999927520752,-136.75569979858398,-117.07609979858398
565,161.856291667,0.283725,38.1656321645,-31.0,-30.9973,-167.838,10.009,4493.95,5079.81,4.91214884545,-0.340649476024,7.9413997315E-4,91.6814,565,-36.186,4.644,0.91,4.644000053405762,-136.838,-173.024
566,161.89025,0.169541666667,51.2433398873,26.9028,26.9004,-110.241,10.123,5033.65,5346.04,4.9576814586,-0.511450461806,7.35386090492E-5,235.422,566,20.2831,3.116,0.93,3.115999937057495,-137.14379960632323,-116.86069960632322
567,161.783458333,0.386988888889,62.2170803549,43.4718,43.468,-93.1542,9.36,4977.94,4000.0,5.0,0.5,9.09494701773E-16,144.408,567,38.5609,3.063,0.94,3.062999963760376,-136.6260017578125,-98.0651017578125
568,161.586,0.642380555556,41.325850599,-15.8971,-15.8958,-151.996,15.796,4372.37,4638.96,3.36907366285,-0.370171093365,0.395806499246,34.0159,568,-21.1333,4.731,0.88,4.730999946594238,-136.0988995513916,-157.2321995513916
569,161.898,0.277538888889,44.9806721188,25.107,25.1048,-111.701,9.149,5583.0,4513.84,2.51770838273,-1.04760200884,0.39055034657,39.5826,569,21.1602,4.783,0.91,4.7829999923706055,-136.80800035095214,-115.64780035095214
570,161.8235,0.418813888889,68.2206252605,221.326,221.306,84.8314,9.373,4644.18,4276.5,1.11303186044E-4,-2.49902871065,2.20289086923E-4,131.234,570,215.6981,3.299,0.93,3.2990000247955322,-136.4946040283203,79.2034959716797
571,161.591375,0.722719444444,28.0312739514,216.8,216.781,80.9313,14.873,5206.43,4916.44,4.99986669505,-2.16706798128,5.84104323353E-5,29.3225,571,209.1801,9.328,0.72,9.32800006866455,-135.86870305175782,73.31139694824219
572,161.530291667,0.820397222222,47.8046485588,-4.1756,-4.1753,-139.806,9.086,4645.59,4747.87,3.2784390447,-0.8029427475,0.382913612518,36.821,572,-11.387,3.175,0.94,3.174999952316284,-135.63039994812013,-147.01739994812013
573,161.655416667,0.667738888889,41.5709988961,-0.7828,-0.7827,-136.718,8.529,4806.02,4499.74,3.0028683199,-0.889486630354,0.389569298747,15.6453,573,-8.1602,4.226,0.93,4.22599983215332,-135.9351999812126,-144.0953999812126
574,161.767833333,0.510688888889,53.4917624719,-18.9409,-18.9392,-155.207,9.632,4373.2,4444.69,3.4976634306,-0.80262011869,0.377546313221,40.8199,574,-22.6843,3.429,0.95,3.428999900817871,-136.2660991973877,-158.9503991973877
575,161.915791667,0.328419444444,57.1766895519,-0.2869,-0.2868,-136.917,10.185,4416.03,4595.99,5.0,-1.5,0.4,45.8257,575,-5.3721,2.781,0.95,2.7809998989105225,-136.63009998631478,-142.00219998631476
576,161.84625,0.420577777778,82.5816830478,52.2779,52.2734,-84.1673,10.484,4952.37,5178.11,4.99920939744,-0.501264342932,1.56588114631E-4,62.6065,576,46.7374,3.771,0.94,3.7709999084472656,-136.4452006958008,-89.70780069580078
577,161.830833333,0.487008333333,23.2872475496,-53.5723,-53.5677,-189.827,16.312,4519.79,5828.13,5.0,-1.036328125,0.4,55.9339,577,-61.2024,11.121,0.74,11.121000289916992,-136.2547000427246,-197.45710004272462
578,161.738083333,0.680922222222,51.4537276004,9.6015,9.6007,-126.19,10.347,4363.78,4887.93,4.99988099739,-0.400509744722,5.57098339234E-4,22.7916,578,4.9467,3.714,0.94,3.7139999866485596,-135.79149955749511,-130.84479955749512
579,161.822833333,0.5691,60.1377223904,43.5213,43.5175,-92.5039,10.511,4305.06,4729.88,4.99975831121,-0.453995505325,0.00518887861948,34.9155,579,37.6935,2.69,0.95,2.690000057220459,-136.02520126953124,-98.33170126953124
580,161.80375,0.568613888889,37.6681710902,-0.2102,-0.2102,-136.257,10.027,4709.37,5500.0,5.0,0.0,0.0,15.4359,580,-6.6673,4.344,0.91,4.343999862670898,-136.04680000317097,-142.71410000317098
581,161.779375,0.688827777778,42.4824548745,27.6037,27.6013,-108.113,9.833,4364.68,5000.91,4.99793670755,-0.553843032094,3.85523912563E-5,21.2238,581,22.6003,3.484,0.93,3.4839999675750732,-135.71670063781738,-113.11640063781738
582,162.045708333,0.174608333333,33.225380409,3.8606,3.8603,-133.067,9.571,4398.74,5500.0,5.0,-0.5,0.0,15.135,582,0.4855,7.944,0.81,7.943999767303467,-136.92759999465943,-136.44209999465943
583,161.881125,0.482661111111,29.3212643272,41.4197,41.4161,-94.7924,8.953,0.0,5259.77,5.0,-1.5140625,0.4,12.2308,583,34.9553,7.712,0.81,7.711999893188477,-136.21210062255858,-101.25680062255859
584,162.039833333,0.127208333333,36.4915678134,-19.5837,-19.582,-156.659,9.541,4983.3,5750.0,5.0,0.0,0.0,14.2971,584,-27.5434,4.643,0.91,4.64300012588501,-137.07529981994628,-164.61869981994627
585,162.061791667,0.105780555556,66.3899023995,-1.9919,-1.9918,-139.105,10.475,6106.92,5250.0,5.0,-0.5,0.0,80.5121,585,-7.1358,2.946,0.95,2.946000099182129,-137.1131000328064,-144.24890003280638
586,161.875666667,0.442591666667,39.2063460838,28.5185,28.516,-107.821,10.717,4702.19,4500.0,5.0,-0.5,2.5E-4,22.1864,586,23.8248,4.021,0.91,4.020999908447266,-136.33949937438965,-112.51469937438965
587,161.922416667,0.491725,32.9091044435,134.34,134.329,-1.79976,10.511,4465.64,4966.24,1.94360179443E-4,-1.53220194286,3.83610285466E-6,52.3643,587,127.1744,5.415,0.85,5.414999961853027,-136.13975633789062,-8.965356337890611
589,162.026458333,0.242061111111,40.6448313975,67.0303,67.0244,-69.7241,10.598,5798.03,5194.6,4.60546638746,-1.15828141308,0.399470070824,207.549,589,60.3632,5.318,0.91,5.317999839782715,-136.75439632568362,-76.39119632568361
590,161.891833333,0.694488888889,27.2651297188,145.946,145.933,10.3794,15.905,5128.06,4750.0,5.0,-0.5,0.0,432.112,590,136.7049,11.8,0.78,11.800000190734863,-135.5665991455078,1.1383008544922006
591,162.01225,0.349830555556,29.0966260494,103.581,103.572,-32.8696,12.678,3351.71,5220.06,4.99972545224,-0.487632014639,6.90249067631E-5,27.1624,591,101.5995,6.836,0.86,6.835999965667725,-136.45060128173827,-34.851101281738266
592,161.848791667,0.916666666667,36.9741879717,35.1525,35.1494,-99.7842,10.428,4099.24,4830.78,4.89729083221,-0.500286828303,3.82472479021E-5,125.653,592,27.5196,5.146,0.89,5.145999908447266,-134.9367001525879,-107.41710015258789
593,162.113875,0.324316666667,48.3929810534,25.8801,25.8778,-110.51,9.322,4880.31,4556.18,4.74345023099,-1.05862121292,0.252254041612,23.3124,593,18.3175,2.951,0.94,2.9509999752044678,-136.39010025024413,-118.07260025024414
594,161.965958333,0.534241666667,46.7873581725,-19.494,-19.4923,-155.436,10.649,4714.21,4597.91,4.99995694025,-0.956983863097,3.99583308496E-4,36.9269,594,-23.8806,3.871,0.93,3.871000051498413,-135.94200051879884,-159.82260051879882
595,161.893666667,0.953111111111,34.7368332323,161.766,161.752,26.9865,8.758,4611.08,5505.83,3.50162298036,-1.67813885816,0.396458157205,23.4412,595,148.5287,3.785,0.86,3.7850000858306885,-134.77950646972656,13.74919353027343
596,162.034083333,0.508794444444,59.7566598668,31.0221,31.0194,-104.914,10.183,4649.56,5513.2,4.51009061218,-1.05677642396,1.35669342149E-5,60.8691,596,26.8587,3.21,0.94,3.2100000381469727,-135.93610044860839,-109.07740044860839
597,162.067958333,0.17745,50.6212551663,57.9886,57.9834,-78.9064,9.621,5061.05,5140.31,4.83365947514,-0.666123982783,3.37853637642E-5,30.0635,597,53.7354,4.357,0.92,4.35699987411499,-136.89500168457033,-83.15960168457033
598,162.043166667,0.247325,44.4155624472,76.9529,76.946,-59.7652,10.414,4372.41,4502.69,4.98297126397,-0.864074008919,7.86734454303E-4,35.1679,598,70.9517,4.938,0.91,4.938000202178955,-136.7181037475586,-65.76640374755858
599,161.997416667,0.759775,36.2427272473,64.4211,64.4154,-70.8047,9.763,4538.81,4750.0,5.0,-0.5,2.5E-4,14.2051,599,56.644,4.546,0.92,4.546000003814697,-135.2257968017578,-78.5817968017578
600,162.0065,0.831891666667,26.1826120699,87.3585,87.3508,-47.6387,12.148,4818.18,4004.05,1.83981543567,-1.00364388843,4.21010757149E-4,38.2788,600,75.2086,9.732,0.74,9.732000350952148,-134.9971976196289,-59.7885976196289
601,162.008875,0.884608333333,40.3668616629,47.7444,47.7402,-87.086,14.39,4684.72,5670.95,4.55629354323,0.184919046363,0.371167437923,61.3409,601,40.535,3.947,0.91,3.947000026702881,-134.83040002441408,-94.29540002441408
602,162.13275,0.301908333333,78.4425359439,23.3234,23.3213,-113.11,9.776,5079.09,5072.29,4.99945112882,-0.623595849767,3.96163450716E-7,57.9317,602,17.6018,2.161,0.95,2.1610000133514404,-136.43340049743654,-118.83160049743654
603,162.043041667,0.714925,49.4079745509,-2.808,-2.8078,-138.105,9.959,4609.04,4955.68,4.99949037843,-0.500277763691,1.1294181859E-4,23.6891,603,-8.0209,4.166,0.93,4.165999889373779,-135.29699991226195,-143.31789991226196
604,162.087,0.442894444444,28.8352104267,256.434,256.411,120.346,7.207,3918.46,4000.18,1.94848047487,-3.50084709563,0.399967171376,18.9363,604,254.935,11.716,0.76,11.715999603271484,-136.08799047851562,118.84700952148438
605,162.10175,0.573880555556,43.1169539313,47.7942,47.7899,-87.8596,7.638,4991.32,4750.0,5.0,-0.5,2.5E-4,17.5731,605,41.3311,3.478,0.93,3.4779999256134033,-135.6538008972168,-94.3227008972168
606,162.0755,0.709194444444,38.0938124871,2870.23,2869.97,2734.7,10.521,4345.52,5729.47,2.03744344782,-5.49981307912,0.4,15.8206,606,133.2975,3.208,0.91,3.2079999446868896,-135.52998046875018,-2.2324804687501683
607,162.12625,0.699586111111,51.9076469183,-13.8511,-13.8499,-149.087,10.644,4584.83,4757.68,4.9999609558,-0.690430003528,1.45276146975E-7,18.6115,607,-19.3227,2.86,0.94,2.859999895095825,-135.23590003204345,-154.55860003204344
608,162.123791667,0.909527777778,39.8171679097,74.8885,74.8818,-59.7209,10.266,5076.11,5000.0,4.5,-1.0,0.4,17.2978,608,69.8345,5.137,0.91,5.13700008392334,-134.60939639892578,-64.77489639892578
609,162.130166667,0.961908333333,39.9966398735,85.0133,85.0057,-49.4294,9.527,0.0,6500.0,5.0,-0.5,0.4,13.9235,609,80.6897,3.489,0.92,3.489000082015991,-134.44269803466796,-53.752998034667954
610,162.148541667,0.674558333333,39.9736775574,7.6612,7.6605,-127.624,9.096,5728.73,5123.09,4.99948429273,-0.438108110396,1.29746767961E-5,15.706,610,5.9291,3.957,0.93,3.9570000171661377,-135.2852000465393,-129.3561000465393
611,162.169291667,0.827838888889,75.4653402439,132.757,132.745,-2.04711,10.063,4586.12,4750.0,5.0,-1.50547285967,0.4,46.3086,611,124.4389,3.927,0.95,3.927000045776367,-134.8041137841797,-10.365213784179687
612,162.132708333,0.671233333333,34.6468582293,50.2179,50.2134,-85.1013,9.837,4438.55,5443.13,4.86468608434,-0.38264084813,0.396706334289,14.5389,612,42.1693,4.266,0.9,4.265999794006348,-135.31919932250975,-93.14989932250975
613,162.137041667,0.332372222222,40.8373536498,69.6562,69.6499,-66.684,9.963,4651.3,5589.71,4.83300876732,-0.426940671212,0.331778413066,15.4488,613,65.7981,4.515,0.91,4.514999866485596,-136.34019659423828,-70.54209659423827
614,162.125,0.407316666667,38.5328973695,147.817,147.804,11.6806,9.875,5008.54,5098.08,4.99989302646,-0.499084113682,3.65717013459E-5,13.6398,614,142.8659,4.377,0.93,4.376999855041504,-136.13640134277344,6.729498657226571
615,162.174458333,0.531036111111,44.5696175175,-2.3199,-2.3197,-138.005,9.673,4549.86,5750.0,5.0,-0.520995235443,0.4,17.5111,615,-7.1973,3.658,0.93,3.6579999923706055,-135.68509996414184,-142.88239996414185
616,162.185708333,0.448080555556,62.9462302705,-19.548,-19.5462,-155.468,9.579,4171.29,4730.2,4.75330264809,-0.380976283381,8.3157682427E-4,31.2856,616,-23.5347,2.818,0.95,2.818000078201294,-135.91999966430663,-159.45469966430664
617,162.288666667,0.972908333333,31.6099040675,74.1147,74.108,-60.0889,9.265,4169.44,5108.61,4.86995758816,-0.999725874084,0.343296323765,18.4,617,67.6467,6.795,0.87,6.795000076293945,-134.2036003173828,-66.55690031738281
618,162.220333333,0.564469444444,21.362569485,-8.4928,-8.492,-144.017,12.565,4713.65,6500.0,5.0,2.5E-4,0.0,14.8585,618,-16.7901,9.851,0.68,9.85099983215332,-135.52420024108886,-152.31430024108886
619,162.193416667,0.418547222222,43.5046706926,6.2797,6.2792,-129.722,10.259,5103.79,4093.02,1.5373128389,-1.03412561127,3.29866882703E-5,34.0955,619,-2.6413,4.473,0.92,4.4730000495910645,-136.0016998023987,-138.6429998023987
620,162.25425,0.547269444444,37.5922660503,38.6754,38.6719,-96.8613,10.101,5057.45,5898.85,4.99999806952,-0.494522432902,4.75076761656E-4,14.5867,620,36.1997,4.19,0.91,4.190000057220459,-135.53669978027344,-99.33699978027343
621,162.217958333,0.458608333333,40.7583066747,29.1244,29.1217,-106.727,8.725,4989.07,6366.81,4.99999078273,0.130627088203,8.93302832481E-5,15.3167,621,25.422,4.018,0.92,4.01800012588501,-135.85139918518067,-110.42939918518067
622,162.38875,0.903241666667,77.2816322524,40.4157,40.412,-93.867,9.783,5139.14,5498.14,4.65073541978,-0.373480733652,3.48977840966E-4,45.7735,622,37.4035,2.519,0.95,2.5190000534057617,-134.28269900512697,-96.87919900512696
623,162.317791667,0.414338888889,33.8569035352,-12.2774,-12.2763,-148.129,9.95,4369.1,6000.0,5.0,0.0,0.0,9.0211,623,-15.1316,3.282,0.92,3.2820000648498535,-135.85159998321532,-150.98319998321531
624,162.372333333,0.761394444444,24.6635496215,52.0721,52.0674,-82.6638,9.904,3536.25,5536.83,4.32475060788,0.199995296416,1.0635617196E-4,12.36,624,48.6791,6.144,0.84,6.144000053405762,-134.73590159301756,-86.05680159301755
625,162.132791667,0.0599083333333,45.8182990553,247.643,247.621,110.461,8.166,5323.48,5500.01,3.09899146875,-0.558572790537,1.39220001904E-4,22.0433,625,242.3172,5.116,0.93,5.116000175476074,-137.18200537109374,105.13519462890628
626,162.270916667,0.337552777778,66.5887198945,32.6139,32.611,-103.534,9.545,4852.83,4662.66,4.9999520711,-0.768437962975,0.00101173995893,36.0884,626,28.5288,3.437,0.95,3.437000036239624,-136.14789923095702,-107.61909923095702
627,162.188833333,0.290133333333,36.9967179776,26.5515,26.5491,-109.845,11.2,4920.31,5250.53,4.99927596459,-0.526846202536,1.12593495089E-4,13.5598,627,25.4019,6.355,0.9,6.355000019073486,-136.39650032043457,-110.99460032043457
628,162.388416667,0.568036111111,32.8511472552,56.3809,56.3758,-78.9206,8.65,5122.02,4555.81,4.99973424154,-0.892895590074,4.51931648865E-4,18.6754,628,52.7411,8.61,0.82,8.609999656677246,-135.3015013366699,-82.5604013366699
630,162.525833333,0.818269444444,55.2471586162,155.471,155.457,21.0983,7.751,4818.81,5705.28,4.42199953338,-0.00269620747047,2.24573933188E-5,24.139,630,152.1463,1.993,0.95,1.9930000305175781,-134.3726930419922,17.773606958007804
631,162.545666667,0.845336111111,44.8492864613,-6.2127,-6.2122,-140.463,7.948,4213.39,5498.47,4.92332038761,6.75394686284E-4,3.96267800836E-4,18.112,631,-6.1483,3.382,0.93,3.381999969482422,-134.25030010986328,-140.39860010986328
632,162.5795,0.851566666667,54.4824481664,276.497,276.472,142.285,6.84,4719.8,6500.0,5.0,-1.0,0.4,26.049,632,273.9841,4.195,0.94,4.195000171661377,-134.21200927734375,139.77209072265626
633,162.55275,0.737858333333,34.0546238744,46.3616,46.3574,-88.2103,11.097,4244.53,5750.0,5.0,0.0,0.0,14.996,633,37.4829,7.316,0.87,7.315999984741211,-134.57189896850588,-97.08899896850588
634,162.544541667,0.754108333333,55.5389960129,-9.347,-9.3461,-143.875,9.603,4746.15,5332.3,4.9999953203,-6.20991429786E-5,7.541062863E-6,27.9958,634,-14.1261,3.151,0.94,3.1510000228881836,-134.5279998779297,-148.6540998779297
635,162.636166667,0.823119444444,41.2872745297,60.3325,60.327,-73.8728,9.467,5193.79,4334.75,3.99999148789,-1.39675654681,0.388419569722,19.3446,635,54.9904,3.122,0.94,3.121999979019165,-134.20530045776366,-79.21490045776366
636,162.43075,0.507947222222,34.2474194968,58.8717,58.8664,-76.5568,8.715,4894.47,5250.0,5.0,0.0,2.5E-4,15.0267,636,52.4449,3.621,0.91,3.621000051498413,-135.42850028686524,-82.98360028686525
637,162.45375,0.563708333333,60.9834312075,21.9154,21.9134,-113.311,9.383,4508.65,4707.42,4.99955584333,-0.468635662422,2.81623360777E-4,30.5491,637,17.025,3.194,0.95,3.194000005722046,-135.2263995513916,-118.2013995513916
638,162.458166667,0.431991666667,50.1967953332,-14.4067,-14.4054,-150.022,9.509,5957.46,5215.49,4.99998899869,-0.473117919757,4.27441279774E-4,17.9219,638,-17.1722,2.899,0.94,2.8989999294281006,-135.61529986572265,-152.78749986572265
639,162.411958333,0.431266666667,26.0768418039,-10.0605,-10.0596,-145.739,12.591,4583.29,5183.2,4.49996922515,-0.42203129252,6.95418395551E-7,14.0501,639,-12.1553,9.66,0.73,9.65999984741211,-135.6784998550415,-147.83379985504152
640,162.46875,0.481452777778,43.1189547959,44.1686,44.1645,-91.2893,9.81,4678.73,4250.0,5.0,-3.5,0.4,181.682,640,46.9124,8.172,0.88,8.17199993133545,-135.45789817504883,-88.54549817504883
641,162.59875,0.638086111111,29.8852746126,27.8652,27.8627,-106.947,15.078,4112.12,4752.17,4.19914588549,-1.62129730328,0.39998406762,19.594,641,20.8884,19.771,0.76,19.770999908447266,-134.8122000427246,-113.92380004272461
642,162.554416667,0.564627777778,63.8792023293,236.625,236.604,101.513,9.837,4735.01,6826.46,4.49990441381,-0.369129480826,4.61357631294E-4,32.4942,642,229.7635,5.09,0.93,5.090000152587891,-135.112,94.6515
643,162.547166667,0.533863888889,220.973794756,25.0985,25.0962,-110.097,9.174,6043.1,6250.0,5.0,-1.0,0.4,370.413,643,20.9906,2.728,0.96,2.7279999256134033,-135.19549929809568,-114.20489929809568
